warehouseCode,productCode,productLine,buyPrice,quantityInStock,investmentValue,priceEach,quantitySold,lineRevenue,grossRevenue
a,S10_4698,Motorcycles,91.02,5582,508073.64,178.17,81,356.34,28863.54
a,S10_4698,Motorcycles,91.02,5582,508073.64,156.86,43,313.72,13489.96
a,S10_4698,Motorcycles,91.02,5582,508073.64,174.29,66,174.29,11503.14
a,S10_4698,Motorcycles,91.02,5582,508073.64,162.67,56,162.67,9109.52
b,S10_4757,"Classic Cars",85.68,3252,278631.36,127.84,50,127.84,6392.00
b,S10_4757,"Classic Cars",85.68,3252,278631.36,112.88,46,112.88,5192.48
b,S10_4757,"Classic Cars",85.68,3252,278631.36,123.76,77,247.52,19059.04
b,S10_4757,"Classic Cars",85.68,3252,278631.36,133.28,98,266.56,26122.88
b,S10_4757,"Classic Cars",85.68,3252,278631.36,129.20,105,387.60,40698.00
b,S10_4757,"Classic Cars",85.68,3252,278631.36,131.92,49,263.84,12928.16
b,S10_4757,"Classic Cars",85.68,3252,278631.36,108.80,26,108.80,2828.80
b,S10_4757,"Classic Cars",85.68,3252,278631.36,118.32,154,473.28,72885.12
b,S10_4757,"Classic Cars",85.68,3252,278631.36,126.48,53,252.96,13406.88
b,S10_4757,"Classic Cars",85.68,3252,278631.36,116.96,27,116.96,3157.92
b,S10_4757,"Classic Cars",85.68,3252,278631.36,136.00,54,272.00,14688.00
b,S10_4757,"Classic Cars",85.68,3252,278631.36,130.56,25,130.56,3264.00
b,S10_4757,"Classic Cars",85.68,3252,278631.36,111.52,47,111.52,5241.44
b,S10_4757,"Classic Cars",85.68,3252,278631.36,110.16,26,110.16,2864.16
b,S10_4757,"Classic Cars",85.68,3252,278631.36,122.40,48,122.40,5875.20
b,S10_4757,"Classic Cars",85.68,3252,278631.36,125.12,32,125.12,4003.84
b,S10_4757,"Classic Cars",85.68,3252,278631.36,134.64,64,134.64,8616.96
b,S10_4757,"Classic Cars",85.68,3252,278631.36,114.24,49,114.24,5597.76
b,S10_4962,"Classic Cars",103.42,6791,702325.22,119.67,75,239.34,17950.50
b,S10_4962,"Classic Cars",103.42,6791,702325.22,128.53,66,257.06,16965.96
b,S10_4962,"Classic Cars",103.42,6791,702325.22,122.62,22,122.62,2697.64
b,S10_4962,"Classic Cars",103.42,6791,702325.22,131.49,64,262.98,16830.72
b,S10_4962,"Classic Cars",103.42,6791,702325.22,121.15,83,363.45,30166.35
b,S10_4962,"Classic Cars",103.42,6791,702325.22,143.31,21,143.31,3009.51
b,S10_4962,"Classic Cars",103.42,6791,702325.22,127.06,28,127.06,3557.68
b,S10_4962,"Classic Cars",103.42,6791,702325.22,134.44,26,134.44,3495.44
b,S10_4962,"Classic Cars",103.42,6791,702325.22,125.58,31,125.58,3892.98
b,S10_4962,"Classic Cars",103.42,6791,702325.22,132.97,119,398.91,47470.29
b,S10_4962,"Classic Cars",103.42,6791,702325.22,138.88,87,277.76,24165.12
b,S10_4962,"Classic Cars",103.42,6791,702325.22,147.74,28,147.74,4136.72
b,S10_4962,"Classic Cars",103.42,6791,702325.22,124.10,32,124.10,3971.20
b,S10_4962,"Classic Cars",103.42,6791,702325.22,141.83,116,425.49,49356.84
b,S10_4962,"Classic Cars",103.42,6791,702325.22,130.01,64,260.02,16641.28
b,S10_4962,"Classic Cars",103.42,6791,702325.22,135.92,43,135.92,5844.56
b,S10_4962,"Classic Cars",103.42,6791,702325.22,144.79,27,144.79,3909.33
b,S12_1099,"Classic Cars",95.34,68,6483.12,165.38,66,330.76,21830.16
b,S12_1099,"Classic Cars",95.34,68,6483.12,155.66,90,466.98,42028.20
b,S12_1099,"Classic Cars",95.34,68,6483.12,173.17,42,173.17,7273.14
b,S12_1099,"Classic Cars",95.34,68,6483.12,161.49,96,484.47,46509.12
b,S12_1099,"Classic Cars",95.34,68,6483.12,188.73,85,377.46,32084.10
b,S12_1099,"Classic Cars",95.34,68,6483.12,163.44,94,326.88,30726.72
b,S12_1099,"Classic Cars",95.34,68,6483.12,171.22,41,171.22,7020.02
b,S12_1099,"Classic Cars",95.34,68,6483.12,157.60,82,472.80,38769.60
b,S12_1099,"Classic Cars",95.34,68,6483.12,184.84,159,739.36,117558.24
b,S12_1099,"Classic Cars",95.34,68,6483.12,190.68,21,190.68,4004.28
b,S12_1099,"Classic Cars",95.34,68,6483.12,182.90,79,548.70,43347.30
b,S12_1099,"Classic Cars",95.34,68,6483.12,192.62,45,192.62,8667.90
b,S12_1099,"Classic Cars",95.34,68,6483.12,180.95,33,180.95,5971.35
b,S12_1108,"Classic Cars",95.59,3619,345940.21,205.72,74,411.44,30446.56
b,S12_1108,"Classic Cars",95.59,3619,345940.21,195.33,98,585.99,57427.02
b,S12_1108,"Classic Cars",95.59,3619,345940.21,193.25,130,579.75,75367.50
b,S12_1108,"Classic Cars",95.59,3619,345940.21,166.24,100,498.72,49872.00
b,S12_1108,"Classic Cars",95.59,3619,345940.21,201.57,56,403.14,22575.84
b,S12_1108,"Classic Cars",95.59,3619,345940.21,168.32,44,168.32,7406.08
b,S12_1108,"Classic Cars",95.59,3619,345940.21,203.64,47,203.64,9571.08
b,S12_1108,"Classic Cars",95.59,3619,345940.21,176.63,158,706.52,111630.16
b,S12_1108,"Classic Cars",95.59,3619,345940.21,189.10,32,189.10,6051.20
b,S12_1108,"Classic Cars",95.59,3619,345940.21,180.79,88,361.58,31819.04
b,S12_1108,"Classic Cars",95.59,3619,345940.21,187.02,81,374.04,30297.24
b,S12_1108,"Classic Cars",95.59,3619,345940.21,182.86,31,182.86,5668.66
b,S12_1108,"Classic Cars",95.59,3619,345940.21,207.80,48,207.80,9974.40
b,S12_1108,"Classic Cars",95.59,3619,345940.21,178.71,32,178.71,5718.72
d,S12_1666,"Trucks and Buses",77.90,1579,123004.10,121.64,179,608.20,108867.80
d,S12_1666,"Trucks and Buses",77.90,1579,123004.10,135.30,79,405.90,32066.10
d,S12_1666,"Trucks and Buses",77.90,1579,123004.10,118.90,38,118.90,4518.20
d,S12_1666,"Trucks and Buses",77.90,1579,123004.10,113.44,43,113.44,4877.92
d,S12_1666,"Trucks and Buses",77.90,1579,123004.10,114.80,41,114.80,4706.80
d,S12_1666,"Trucks and Buses",77.90,1579,123004.10,124.37,38,124.37,4726.06
d,S12_1666,"Trucks and Buses",77.90,1579,123004.10,109.34,77,218.68,16838.36
d,S12_1666,"Trucks and Buses",77.90,1579,123004.10,133.94,84,267.88,22501.92
d,S12_1666,"Trucks and Buses",77.90,1579,123004.10,110.70,104,332.10,34538.40
d,S12_1666,"Trucks and Buses",77.90,1579,123004.10,120.27,38,120.27,4570.26
d,S12_1666,"Trucks and Buses",77.90,1579,123004.10,127.10,25,127.10,3177.50
d,S12_1666,"Trucks and Buses",77.90,1579,123004.10,123.00,41,123.00,5043.00
d,S12_1666,"Trucks and Buses",77.90,1579,123004.10,117.54,39,117.54,4584.06
d,S12_1666,"Trucks and Buses",77.90,1579,123004.10,131.20,21,131.20,2755.20
d,S12_1666,"Trucks and Buses",77.90,1579,123004.10,136.67,27,136.67,3690.09
d,S12_1666,"Trucks and Buses",77.90,1579,123004.10,132.57,49,265.14,12991.86
d,S12_1666,"Trucks and Buses",77.90,1579,123004.10,128.47,49,128.47,6295.03
a,S12_2823,Motorcycles,66.27,9997,662501.19,122.00,87,244.00,21228.00
a,S12_2823,Motorcycles,66.27,9997,662501.19,126.52,146,506.08,73887.68
a,S12_2823,Motorcycles,66.27,9997,662501.19,131.04,169,655.20,110728.80
a,S12_2823,Motorcycles,66.27,9997,662501.19,146.10,49,146.10,7158.90
a,S12_2823,Motorcycles,66.27,9997,662501.19,138.57,28,138.57,3879.96
a,S12_2823,Motorcycles,66.27,9997,662501.19,141.58,78,283.16,22086.48
a,S12_2823,Motorcycles,66.27,9997,662501.19,129.53,78,259.06,20206.68
a,S12_2823,Motorcycles,66.27,9997,662501.19,123.51,101,370.53,37423.53
a,S12_2823,Motorcycles,66.27,9997,662501.19,150.62,92,301.24,27714.08
a,S12_2823,Motorcycles,66.27,9997,662501.19,144.60,47,289.20,13592.40
a,S12_2823,Motorcycles,66.27,9997,662501.19,134.05,30,134.05,4021.50
a,S12_2823,Motorcycles,66.27,9997,662501.19,128.03,24,128.03,3072.72
a,S12_2823,Motorcycles,66.27,9997,662501.19,120.50,55,120.50,6627.50
a,S12_2823,Motorcycles,66.27,9997,662501.19,125.01,44,125.01,5500.44
b,S12_3148,"Classic Cars",89.14,6906,615600.84,131.44,34,131.44,4468.96
b,S12_3148,"Classic Cars",89.14,6906,615600.84,148.06,70,296.12,20728.40
b,S12_3148,"Classic Cars",89.14,6906,615600.84,140.50,134,562.00,75308.00
b,S12_3148,"Classic Cars",89.14,6906,615600.84,128.42,111,385.26,42763.86
b,S12_3148,"Classic Cars",89.14,6906,615600.84,123.89,61,247.78,15114.58
b,S12_3148,"Classic Cars",89.14,6906,615600.84,145.04,200,725.20,145040.00
b,S12_3148,"Classic Cars",89.14,6906,615600.84,146.55,73,293.10,21396.30
b,S12_3148,"Classic Cars",89.14,6906,615600.84,151.08,54,302.16,16316.64
b,S12_3148,"Classic Cars",89.14,6906,615600.84,142.02,27,142.02,3834.54
b,S12_3148,"Classic Cars",89.14,6906,615600.84,129.93,73,259.86,18969.78
b,S12_3148,"Classic Cars",89.14,6906,615600.84,125.40,46,125.40,5768.40
b,S12_3148,"Classic Cars",89.14,6906,615600.84,126.91,33,126.91,4188.03
b,S12_3148,"Classic Cars",89.14,6906,615600.84,122.37,47,122.37,5751.39
b,S12_3380,"Classic Cars",75.16,9123,685684.68,96.30,91,192.60,17526.60
b,S12_3380,"Classic Cars",75.16,9123,685684.68,113.92,65,227.84,14809.60
b,S12_3380,"Classic Cars",75.16,9123,685684.68,110.39,101,331.17,33448.17
b,S12_3380,"Classic Cars",75.16,9123,685684.68,116.27,76,232.54,17673.04
b,S12_3380,"Classic Cars",75.16,9123,685684.68,104.52,116,313.56,36372.96
b,S12_3380,"Classic Cars",75.16,9123,685684.68,111.57,74,334.71,24768.54
b,S12_3380,"Classic Cars",75.16,9123,685684.68,99.82,39,99.82,3892.98
b,S12_3380,"Classic Cars",75.16,9123,685684.68,101.00,25,101.00,2525.00
b,S12_3380,"Classic Cars",75.16,9123,685684.68,102.17,100,306.51,30651.00
b,S12_3380,"Classic Cars",75.16,9123,685684.68,117.44,91,234.88,21374.08
b,S12_3380,"Classic Cars",75.16,9123,685684.68,105.70,24,105.70,2536.80
b,S12_3380,"Classic Cars",75.16,9123,685684.68,98.65,64,197.30,12627.20
b,S12_3380,"Classic Cars",75.16,9123,685684.68,106.87,34,106.87,3633.58
b,S12_3380,"Classic Cars",75.16,9123,685684.68,95.13,25,95.13,2378.25
b,S12_3891,"Classic Cars",83.05,1049,87119.45,141.88,78,283.76,22133.28
b,S12_3891,"Classic Cars",83.05,1049,87119.45,173.02,61,346.04,21108.44
b,S12_3891,"Classic Cars",83.05,1049,87119.45,169.56,146,678.24,99023.04
b,S12_3891,"Classic Cars",83.05,1049,87119.45,167.83,73,335.66,24503.18
b,S12_3891,"Classic Cars",83.05,1049,87119.45,155.72,82,311.44,25538.08
b,S12_3891,"Classic Cars",83.05,1049,87119.45,152.26,47,304.52,14312.44
b,S12_3891,"Classic Cars",83.05,1049,87119.45,160.91,50,160.91,8045.50
b,S12_3891,"Classic Cars",83.05,1049,87119.45,147.07,130,441.21,57357.30
b,S12_3891,"Classic Cars",83.05,1049,87119.45,166.10,77,498.30,38369.10
b,S12_3891,"Classic Cars",83.05,1049,87119.45,148.80,39,148.80,5803.20
b,S12_3891,"Classic Cars",83.05,1049,87119.45,171.29,45,171.29,7708.05
b,S12_3891,"Classic Cars",83.05,1049,87119.45,145.34,20,145.34,2906.80
b,S12_3891,"Classic Cars",83.05,1049,87119.45,162.64,49,162.64,7969.36
b,S12_3891,"Classic Cars",83.05,1049,87119.45,140.15,34,140.15,4765.10
b,S12_3891,"Classic Cars",83.05,1049,87119.45,143.61,34,143.61,4882.74
b,S12_3990,"Classic Cars",31.92,5663,180762.96,75.81,39,75.81,2956.59
b,S12_3990,"Classic Cars",31.92,5663,180762.96,65.44,56,130.88,7329.28
b,S12_3990,"Classic Cars",31.92,5663,180762.96,72.62,24,72.62,1742.88
b,S12_3990,"Classic Cars",31.92,5663,180762.96,74.21,95,222.63,21149.85
b,S12_3990,"Classic Cars",31.92,5663,180762.96,67.03,146,268.12,39145.52
b,S12_3990,"Classic Cars",31.92,5663,180762.96,71.82,36,71.82,2585.52
b,S12_3990,"Classic Cars",31.92,5663,180762.96,70.22,30,70.22,2106.60
b,S12_3990,"Classic Cars",31.92,5663,180762.96,63.84,82,127.68,10469.76
b,S12_3990,"Classic Cars",31.92,5663,180762.96,79.80,28,79.80,2234.40
b,S12_3990,"Classic Cars",31.92,5663,180762.96,64.64,71,129.28,9178.88
b,S12_3990,"Classic Cars",31.92,5663,180762.96,73.42,20,73.42,1468.40
b,S12_3990,"Classic Cars",31.92,5663,180762.96,67.83,73,135.66,9903.18
b,S12_3990,"Classic Cars",31.92,5663,180762.96,76.61,81,229.83,18616.23
b,S12_3990,"Classic Cars",31.92,5663,180762.96,77.41,85,154.82,13159.70
b,S12_3990,"Classic Cars",31.92,5663,180762.96,68.63,34,68.63,2333.42
d,S12_4473,"Trucks and Buses",55.70,6125,341162.50,111.39,87,222.78,19381.86
d,S12_4473,"Trucks and Buses",55.70,6125,341162.50,100.73,104,302.19,31427.76
d,S12_4473,"Trucks and Buses",55.70,6125,341162.50,114.95,93,344.85,32071.05
d,S12_4473,"Trucks and Buses",55.70,6125,341162.50,109.02,74,218.04,16134.96
d,S12_4473,"Trucks and Buses",55.70,6125,341162.50,105.47,37,105.47,3902.39
d,S12_4473,"Trucks and Buses",55.70,6125,341162.50,118.50,49,118.50,5806.50
d,S12_4473,"Trucks and Buses",55.70,6125,341162.50,95.99,186,479.95,89270.70
d,S12_4473,"Trucks and Buses",55.70,6125,341162.50,94.80,69,189.60,13082.40
d,S12_4473,"Trucks and Buses",55.70,6125,341162.50,99.54,109,298.62,32549.58
d,S12_4473,"Trucks and Buses",55.70,6125,341162.50,117.32,46,117.32,5396.72
d,S12_4473,"Trucks and Buses",55.70,6125,341162.50,98.36,83,196.72,16327.76
d,S12_4473,"Trucks and Buses",55.70,6125,341162.50,107.84,38,107.84,4097.92
d,S12_4473,"Trucks and Buses",55.70,6125,341162.50,104.28,49,104.28,5109.72
d,S12_4473,"Trucks and Buses",55.70,6125,341162.50,103.10,32,103.10,3299.20
b,S12_4675,"Classic Cars",58.73,7323,430079.79,107.10,95,321.30,30523.50
b,S12_4675,"Classic Cars",58.73,7323,430079.79,104.80,20,104.80,2096.00
b,S12_4675,"Classic Cars",58.73,7323,430079.79,103.64,75,207.28,15546.00
b,S12_4675,"Classic Cars",58.73,7323,430079.79,97.89,33,97.89,3230.37
b,S12_4675,"Classic Cars",58.73,7323,430079.79,93.28,119,279.84,33300.96
b,S12_4675,"Classic Cars",58.73,7323,430079.79,99.04,59,198.08,11686.72
b,S12_4675,"Classic Cars",58.73,7323,430079.79,115.16,144,230.32,33166.08
b,S12_4675,"Classic Cars",58.73,7323,430079.79,110.55,33,110.55,3648.15
b,S12_4675,"Classic Cars",58.73,7323,430079.79,100.19,70,300.57,21039.90
b,S12_4675,"Classic Cars",58.73,7323,430079.79,109.40,96,218.80,21004.80
b,S12_4675,"Classic Cars",58.73,7323,430079.79,112.86,90,225.72,20314.80
b,S12_4675,"Classic Cars",58.73,7323,430079.79,95.58,23,95.58,2198.34
b,S12_4675,"Classic Cars",58.73,7323,430079.79,101.34,25,101.34,2533.50
b,S12_4675,"Classic Cars",58.73,7323,430079.79,105.95,24,105.95,2542.80
b,S12_4675,"Classic Cars",58.73,7323,430079.79,102.49,86,204.98,17628.28
d,S18_1097,"Trucks and Buses",58.33,2613,152416.29,94.50,78,189.00,14742.00
d,S18_1097,"Trucks and Buses",58.33,2613,152416.29,101.50,103,304.50,31363.50
d,S18_1097,"Trucks and Buses",58.33,2613,152416.29,116.67,38,116.67,4433.46
d,S18_1097,"Trucks and Buses",58.33,2613,152416.29,95.67,66,191.34,12628.44
d,S18_1097,"Trucks and Buses",58.33,2613,152416.29,103.84,57,207.68,11837.76
d,S18_1097,"Trucks and Buses",58.33,2613,152416.29,108.50,123,325.50,40036.50
d,S18_1097,"Trucks and Buses",58.33,2613,152416.29,115.50,34,115.50,3927.00
d,S18_1097,"Trucks and Buses",58.33,2613,152416.29,100.34,105,301.02,31607.10
d,S18_1097,"Trucks and Buses",58.33,2613,152416.29,114.34,106,343.02,36360.12
d,S18_1097,"Trucks and Buses",58.33,2613,152416.29,113.17,83,226.34,18786.22
d,S18_1097,"Trucks and Buses",58.33,2613,152416.29,98.00,24,98.00,2352.00
d,S18_1097,"Trucks and Buses",58.33,2613,152416.29,96.84,41,96.84,3970.44
d,S18_1097,"Trucks and Buses",58.33,2613,152416.29,106.17,46,106.17,4883.82
d,S18_1097,"Trucks and Buses",58.33,2613,152416.29,110.84,29,110.84,3214.36
d,S18_1097,"Trucks and Buses",58.33,2613,152416.29,112.00,39,112.00,4368.00
d,S18_1097,"Trucks and Buses",58.33,2613,152416.29,109.67,27,109.67,2961.09
b,S18_1129,"Classic Cars",83.51,3975,331952.25,117.48,154,587.40,90459.60
b,S18_1129,"Classic Cars",83.51,3975,331952.25,114.65,170,573.25,97452.50
b,S18_1129,"Classic Cars",83.51,3975,331952.25,121.72,28,121.72,3408.16
b,S18_1129,"Classic Cars",83.51,3975,331952.25,134.46,35,134.46,4706.10
b,S18_1129,"Classic Cars",83.51,3975,331952.25,124.56,140,373.68,52315.20
b,S18_1129,"Classic Cars",83.51,3975,331952.25,140.12,22,140.12,3082.64
b,S18_1129,"Classic Cars",83.51,3975,331952.25,116.06,62,232.12,14391.44
b,S18_1129,"Classic Cars",83.51,3975,331952.25,125.97,41,125.97,5164.77
b,S18_1129,"Classic Cars",83.51,3975,331952.25,130.22,26,130.22,3385.72
b,S18_1129,"Classic Cars",83.51,3975,331952.25,131.63,21,131.63,2764.23
b,S18_1129,"Classic Cars",83.51,3975,331952.25,113.23,41,113.23,4642.43
b,S18_1129,"Classic Cars",83.51,3975,331952.25,128.80,37,128.80,4765.60
b,S18_1129,"Classic Cars",83.51,3975,331952.25,123.14,41,123.14,5048.74
b,S18_1129,"Classic Cars",83.51,3975,331952.25,120.31,89,240.62,21415.18
b,S18_1129,"Classic Cars",83.51,3975,331952.25,118.89,40,118.89,4755.60
c,S18_1342,"Vintage Cars",60.62,8693,526969.66,95.55,76,191.10,14523.60
c,S18_1342,"Vintage Cars",60.62,8693,526969.66,87.33,181,349.32,63226.92
c,S18_1342,"Vintage Cars",60.62,8693,526969.66,89.38,153,357.52,54700.56
c,S18_1342,"Vintage Cars",60.62,8693,526969.66,101.71,43,101.71,4373.53
c,S18_1342,"Vintage Cars",60.62,8693,526969.66,83.22,25,83.22,2080.50
c,S18_1342,"Vintage Cars",60.62,8693,526969.66,92.47,136,369.88,50303.68
c,S18_1342,"Vintage Cars",60.62,8693,526969.66,98.63,36,98.63,3550.68
c,S18_1342,"Vintage Cars",60.62,8693,526969.66,85.27,25,85.27,2131.75
c,S18_1342,"Vintage Cars",60.62,8693,526969.66,99.66,105,199.32,20928.60
c,S18_1342,"Vintage Cars",60.62,8693,526969.66,93.49,83,186.98,15519.34
c,S18_1342,"Vintage Cars",60.62,8693,526969.66,102.74,78,205.48,16027.44
c,S18_1342,"Vintage Cars",60.62,8693,526969.66,88.36,69,176.72,12193.68
c,S18_1342,"Vintage Cars",60.62,8693,526969.66,82.19,50,82.19,4109.50
c,S18_1342,"Vintage Cars",60.62,8693,526969.66,91.44,51,91.44,4663.44
c,S18_1367,"Vintage Cars",24.26,8635,209485.10,43.13,41,43.13,1768.33
c,S18_1367,"Vintage Cars",24.26,8635,209485.10,48.52,98,145.56,14264.88
c,S18_1367,"Vintage Cars",24.26,8635,209485.10,51.21,113,153.63,17360.19
c,S18_1367,"Vintage Cars",24.26,8635,209485.10,52.83,78,105.66,8241.48
c,S18_1367,"Vintage Cars",24.26,8635,209485.10,45.28,45,45.28,2037.60
c,S18_1367,"Vintage Cars",24.26,8635,209485.10,51.75,48,51.75,2484.00
c,S18_1367,"Vintage Cars",24.26,8635,209485.10,44.21,73,88.42,6454.66
c,S18_1367,"Vintage Cars",24.26,8635,209485.10,46.36,99,139.08,13768.92
c,S18_1367,"Vintage Cars",24.26,8635,209485.10,45.82,74,91.64,6781.36
c,S18_1367,"Vintage Cars",24.26,8635,209485.10,53.91,33,53.91,1779.03
c,S18_1367,"Vintage Cars",24.26,8635,209485.10,50.14,31,50.14,1554.34
c,S18_1367,"Vintage Cars",24.26,8635,209485.10,47.44,94,142.32,13378.08
c,S18_1367,"Vintage Cars",24.26,8635,209485.10,44.75,46,89.50,4117.00
c,S18_1367,"Vintage Cars",24.26,8635,209485.10,46.90,37,46.90,1735.30
c,S18_1367,"Vintage Cars",24.26,8635,209485.10,43.67,25,43.67,1091.75
c,S18_1367,"Vintage Cars",24.26,8635,209485.10,49.60,25,49.60,1240.00
b,S18_1589,"Classic Cars",65.96,9042,596410.32,118.22,69,236.44,16314.36
b,S18_1589,"Classic Cars",65.96,9042,596410.32,120.71,90,362.13,32591.70
b,S18_1589,"Classic Cars",65.96,9042,596410.32,115.73,44,115.73,5092.12
b,S18_1589,"Classic Cars",65.96,9042,596410.32,108.26,85,216.52,18404.20
b,S18_1589,"Classic Cars",65.96,9042,596410.32,102.04,43,102.04,4387.72
b,S18_1589,"Classic Cars",65.96,9042,596410.32,109.51,78,219.02,17083.56
b,S18_1589,"Classic Cars",65.96,9042,596410.32,124.44,71,248.88,17670.48
b,S18_1589,"Classic Cars",65.96,9042,596410.32,100.80,66,201.60,13305.60
b,S18_1589,"Classic Cars",65.96,9042,596410.32,113.24,40,113.24,4529.60
b,S18_1589,"Classic Cars",65.96,9042,596410.32,105.77,87,211.54,18403.98
b,S18_1589,"Classic Cars",65.96,9042,596410.32,119.46,21,119.46,2508.66
b,S18_1589,"Classic Cars",65.96,9042,596410.32,103.29,24,103.29,2478.96
b,S18_1589,"Classic Cars",65.96,9042,596410.32,99.55,80,199.10,15928.00
b,S18_1589,"Classic Cars",65.96,9042,596410.32,107.02,23,107.02,2461.46
b,S18_1589,"Classic Cars",65.96,9042,596410.32,121.95,34,121.95,4146.30
b,S18_1589,"Classic Cars",65.96,9042,596410.32,114.48,59,114.48,6754.32
